ID|CITY|COUN|SUBJ|SEX|AGE|RELI|PRAC|FOCC|MOCC|FIEL|EMOT|WHEN|LONG|INTS|ERGO|TROPHO|TEMPER|EXPRES|MOVE|EXP1|EXP2|EXP10|PARAL|CON|EXPC|PLEA|PLAN|FAIR|CAUS|COPING|MORL|SELF|RELA|VERBAL|NEUTRO|Field1|Field3|Field2|MYKEY|SIT|STATE|
11007|1|1|7|2|35|0|2|0|8|2|1|4|4|4|0|0|1|2|1|1|0|0|1|2|3|1|0|3|0|4|1|3|3|3|0|joy|4|4|0110071|Cuando tuve a mis hijos.|1|
11007|1|1|7|2|35|0|2|0|8|2|2|1|1|4|3|0|1|2|0|0|0|0|2|1|1|3|0|0|0|5|0|2|2|0|0|fear|1|4|0110072|Cuando mi hijo de 2 años subió y se sentó en el balcón del séptimo piso con sus piernas colgando. Se aferraba con fuerza a la barandilla superior del balcón, pero podría haber perdido fácilmente el equilibrio cuando se sentó.|1|
11007|1|1|7|2|35|0|2|0|8|2|3|2|4|4|3|0|2|0|0|0|0|1|1|1|1|3|3|3|3|5|3|3|0|3|0|anger|4|4|0110073|Cuando mi compañero fue atacado y perdió tres dientes.|1|
11007|1|1|7|2|35|0|2|0|8|2|4|1|1|2|0|1|0|0|0|0|0|0|0|2|2|3|0|0|0|1|0|2|2|0|1|sadness|1|2|0110074|Cuando veo a los niños en la televisión de las zonas devastadas por la sequía y la guerra.|1|
11007|1|1|7|2|35|0|2|0|8|2|5|2|1|3|3|0|1|1|0|0|0|0|1|1|1|3|0|0|4|4|1|2|2|1|0|disgust|1|3|0110075|Cuando casi caminé sobre un gusano ciego y luego lo vi alejarse.|1|
11007|1|1|7|2|35|0|2|0|8|2|6|4|4|4|0|0|0|0|0|0|0|0|0|2|1|0|1|1|0|5|0|0|0|0|0|shame|4|4|0110076|Cuando vi a mi hijo de 18 años agarrar una máscara de oxígeno porque tenía dificultades para respirar. Tenía mala conciencia porque no había dejado de fumar. La medicación para la dilatación de sus tubos de respiración también me causó un sentimiento de culpa.|1|
11007|1|1|7|2|35|0|2|0|8|2|7|4|4|3|0|0|0|0|0|0|0|0|0|3|1|0|0|0|4|1|1|1|3|0|0|guilt|4|3|0110077|Experimento un sentimiento de culpa cuando mi medio hijo no puede expresarse como otros niños, ni verbalmente ni por escrito.|1|
11008|1|1|8|2|34|1|2|7|7|2|1|4|3|4|2|1|1|4|1|1|1|0|1|1|3|1|1|0|4|5|1|3|3|3|2|joy|3|4|0110081|Cuando mi hijo nació.|1|
11008|1|1|8|2|34|1|2|7|7|2|2|4|1|4|3|0|0|1|0|0|0|0|0|1|1|3|3|1|0|1|2|2|2|2|0|fear|1|4|0110082|Era invierno / primavera y el hielo se estaba derritiendo. Estaba lejos en un embarcadero y empujé el hielo con una rama larga para tratar de romperlo. La rama pasó por el hielo y caí, el agua se cerró sobre mi cabeza.|1|
11008|1|1|8|2|34|1|2|7|7|2|3|2|3|2|3|0|2|2|0|0|0|1|1|1|1|2|2|2|2|2|2|1|1|3|0|anger|3|2|0110083|Acusaciones injustas dirigidas a mí y mi forma de actuar, por alguien cercano a mí.|1|
11008|1|1|8|2|34|1|2|7|7|2|4|3|4|2|0|1|0|1|0|0|0|0|0|2|2|3|3|2|4|4|2|1|2|0|1|sadness|4|2|0110084|A falta de un examen.|1|
11008|1|1|8|2|34|1|2|7|7|2|5|3|1|2|2|1|2|0|1|0|0|0|0|3|1|3|3|0|0|3|3|1|0|0|1|disgust|1|2|0110085|Cayó un borracho, comenzó a sangrar y se mojó. El disgusto que se convirtió en tristeza-desagradable.|1|
11008|1|1|8|2|34|1|2|7|7|2|6|3|3|2|2|0|1|2|0|0|0|0|1|2|2|3|3|2|1|5|2|1|1|3|0|shame|3|2|0110086|Cuando, como adulto, me han pillado mintiendo o comportándome mal.|1|
11008|1|1|8|2|34|1|2|7|7|2|7|4|3|2|0|0|2|1|0|0|0|0|0|2|2|3|2|0|0|0|0|1|3|0|0|guilt|3|2|0110087|Cuando estoy en un entorno o con una persona mucho peor que yo, me doy cuenta de lo privilegiado que soy.|1|
11009|1|1|9|2|24|1|1|7|7|2|1|1|3|3|0|0|1|1|0|1|0|0|0|1|3|1|2|1|2|4|1|2|3|1|0|joy|3|3|0110091|Cuando vi a una persona que no había visto en mucho tiempo.|1|
11009|1|1|9|2|24|1|1|7|7|2|2|4|3|3|2|0|0|0|0|0|0|0|0|3|1|3|0|3|1|3|1|0|2|0|0|fear|3|3|0110092|Cuando, cuando era niño, casi me atropella un coche.|1|
11009|1|1|9|2|24|1|1|7|7|2|3|3|3|4|0|1|0|0|0|0|0|0|0|1|2|3|2|1|3|1|3|2|0|3|1|anger|3|4|0110093|Cuando escuché en la radio que el partido de fútbol en Bélgica había terminado en una catástrofe, y varias personas habían muerto. No pude entender cómo las personas normales podrían comportarse de esa manera.|1|
11009|1|1|9|2|24|1|1|7|7|2|4|2|3|3|0|0|0|1|0|0|1|0|0|1|2|3|2|1|1|1|1|1|0|0|1|sadness|3|3|0110094|Cuando me siento solo, tal vez porque tengo que estudiar mucho y estoy encerrado en mi apartamento. Nada sucede en particular, porque no hay tiempo para nada más.|1|
11009|1|1|9|2|24|1|1|7|7|2|5|1|1|2|0|0|0|1|0|0|0|0|0|1|0|3|2|1|3|1|3|0|0|1|0|disgust|1|2|0110095|Cuando uno aprende a través de los medios masivos de comunicación, todas las guerras y asesinatos ocurren en el mundo.|1|
11009|1|1|9|2|24|1|1|7|7|2|6|4|4|4|0|0|2|0|0|0|0|0|0|3|2|3|3|3|2|2|3|1|1|1|0|shame|4|4|0110096|Mentí, para ser precisos, cancelé una reunión con un buen amigo.|1|
11009|1|1|9|2|24|1|1|7|7|2|7|2|3|3|0|0|2|0|0|0|0|0|0|3|1|3|2|1|1|2|2|1|2|0|0|guilt|3|3|0110097|Cuando uno deja caer a los amigos|1|
11010|1|1|10|1|24|0|2|6|6|2|1|2|4|3|1|0|0|1|0|1|0|0|0|1|2|1|1|1|1|4|1|3|2|3|0|joy|4|3|0110101|Cuando fui aceptado para un curso de finanzas y contabilidad.|1|
11010|1|1|10|1|24|0|2|6|6|2|2|4|3|3|2|0|2|1|0|0|0|0|0|2|2|3|0|0|4|5|1|2|2|1|0|fear|3|3|0110102|Un autobús pasó por encima de mi pierna derecha. El evento en sí no fue muy aterrador, pero cuando tuve que esperar en la sala de emergencias durante tres horas y luego mi pierna comenzó a hincharse, me asusté.|1|
11010|1|1|10|1|24|0|2|6|6|2|3|3|4|3|2|0|0|1|1|0|0|0|0|2|2|3|3|1|3|5|1|1|1|1|0|anger|4|3|0110103|En mi trabajo de verano, nadie me cuidaba en particular y tuve que aprender todo yo sola.|1|
11010|1|1|10|1|24|0|2|6|6|2|4|3|4|3|0|1|0|0|0|0|0|0|0|2|2|3|3|2|1|5|0|1|1|2|1|sadness|4|3|0110104|Cuando no fui aceptado como estudiante en finanzas y contabilidad.|1|
11010|1|1|10|1|24|0|2|6|6|2|5|3|1|3|1|0|0|0|0|0|0|0|0|1|2|3|1|0|3|5|0|2|2|1|0|disgust|1|3|0110105|Cuando acababa de mudarme a mi nuevo apartamento, encontré un ventilador en la cocina. Iba a limpiarlo cuando descubrí que el tambor estaba lleno de barro y limo. Me sentí asqueado.|1|
11010|1|1|10|1|24|0|2|6|6|2|6|2|2|2|0|0|0|0|0|0|0|0|0|1|2|3|2|2|1|2|2|1|1|0|0|shame|2|2|0110106|Mi hermano mayor y yo no siempre hemos tenido una buena relación y me siento avergonzado de mí mismo porque no le llamo para hablar con él hoy en día.|1|
11010|1|1|10|1|24|0|2|6|6|2|7|3|4|1|0|0|0|0|1|0|0|0|0|1|1|3|2|2|1|2|2|2|1|0|0|guilt|4|1|0110107|En mi trabajo de verano se había contratado a un nuevo cuidador que tenía mi edad, pero prefería salir a almorzar con el personal de cuentas, en lugar de con él.|1|
11011|1|1|11|1|25|1|2|7|6|2|1|3|3|2|0|0|0|0|1|0|0|0|0|2|2|1|1|2|1|3|1|3|2|0|0|joy|3|2|0110111|Aprobó un examen por 2 puntos.|1|
11011|1|1|11|1|25|1|2|7|6|2|2|4|1|2|3|1|0|0|0|0|0|0|0|3|2|2|0|3|4|3|1|2|2|0|1|fear|1|2|0110112|En una casa de campo en un gran bosque, estuve solo por un tiempo en la oscuridad.|1|
11011|1|1|11|1|25|1|2|7|6|2|3|3|3|2|3|0|0|1|0|0|0|0|1|1|2|0|0|1|3|4|2|3|0|2|0|anger|3|2|0110113|Cuando hablé por teléfono con Jan-Erik WikstrÃ · m.|1|
11011|1|1|11|1|25|1|2|7|6|2|4|2|4|2|0|2|0|0|0|0|0|0|0|3|2|1|0|1|2|4|2|0|0|0|2|sadness|4|2|0110114|Estación de tren adiós.|1|
11011|1|1|11|1|25|1|2|7|6|2|5|4|1|3|1|1|0|0|0|0|0|0|0|2|1|3|0|0|4|3|0|2|2|2|1|disgust|1|3|0110115|Vi un lisiado en harapos con niños pequeños en Italia. Probablemente era un impostor.|1|
11011|1|1|11|1|25|1|2|7|6|2|6|4|4|3|0|0|2|1|0|0|0|0|0|1|1|3|0|1|1|5|2|1|2|2|0|shame|4|3|0110116|Le dije a un amigo que iba a una fiesta y que él no se divertiría si él venía. Comprendió que no habría encajado y había algo en eso.|1|
11011|1|1|11|1|25|1|2|7|6|2|7|2|4|4|1|2|0|1|0|0|0|0|1|3|2|1|3|0|0|0|3|1|0|1|2|guilt|4|4|0110117|Yo fui la razón detrás de la ruptura de la relación de mi amigo con su novia. Ella terminó con él.|1|
11012|1|1|12|1|23|1|2|7|6|2|1|1|3|3|0|0|1|1|0|1|0|0|0|1|1|1|1|0|4|4|3|0|0|0|0|joy|3|3|0110121|Pasé un examen que estaba absolutamente seguro de que había fallado.|1|
11012|1|1|12|1|23|1|2|7|6|2|2|3|2|4|1|0|1|1|0|0|0|0|0|1|2|3|0|1|4|5|1|3|3|1|0|fear|2|4|0110122|En el camino de regreso de Dinamarca con un amigo en un pequeño yate, hubo una tormenta y mi amigo fue volado por la borda; Estaba muy asustado hasta que logré que volviera a bordo.|1|
11012|1|1|12|1|23|1|2|7|6|2|3|1|2|3|2|0|0|1|0|0|0|0|0|1|1|2|0|0|1|4|1|2|2|2|0|anger|2|3|0110123|Me encerré.|1|
11012|1|1|12|1|23|1|2|7|6|2|4|1|3|3|0|0|0|1|0|0|0|0|0|1|1|2|3|1|1|1|1|2|0|0|0|sadness|3|3|0110124|Me perdí el último tranvía a casa y tuve que caminar bajo la lluvia torrencial.|1|
11012|1|1|12|1|23|1|2|7|6|2|5|3|4|4|1|0|1|1|0|0|0|1|0|1|1|3|0|0|2|1|3|2|1|3|0|disgust|4|4|0110125|Encontré algunos gusanos en la comida y obviamente había comido algo.|1|
11012|1|1|12|1|23|1|2|7|6|2|6|4|4|3|0|0|0|0|1|0|0|0|0|3|1|3|0|1|2|3|3|2|2|0|0|shame|4|3|0110126|Mi amigo estaba tan intoxicado que la policía vino y se lo llevó y luego contactaron a sus padres.|1|
11012|1|1|12|1|23|1|2|7|6|2|7|1|1|2|0|0|1|0|0|0|0|0|0|1|3|0|0|0|2|4|2|2|2|0|0|guilt|1|2|0110127|Intenté escuchar algo que no estaba destinado a escuchar.|1|
11013|1|1|13|2|22|1|2|7|4|2|1|4|3|4|1|0|0|1|0|1|0|0|0|1|1|1|0|0|4|4|0|0|0|3|0|joy|3|4|0110131|Cuando gané un viaje a Grecia en una competición.|1|
11013|1|1|13|2|22|1|2|7|4|2|2|3|1|3|1|1|0|0|1|0|0|0|0|1|2|3|0|0|3|2|0|0|1|0|1|fear|1|3|0110132|Cuando estoy afuera en la oscuridad y un personaje de aspecto sospechoso, viene hacia mí.|1|
11013|1|1|13|2|22|1|2|7|4|2|3|1|1|3|1|0|0|3|0|0|0|0|0|1|1|3|0|3|3|4|3|2|1|1|0|anger|1|3|0110133|En el trabajo, cuando un anciano se quejaba injustificadamente de mí y me desconfiaba.|1|
11013|1|1|13|2|22|1|2|7|4|2|4|1|2|3|0|0|0|1|0|0|1|0|1|1|2|3|2|2|0|5|1|2|2|3|1|sadness|2|3|0110134|Cuando no entendí nada después de una conferencia.|1|
11013|1|1|13|2|22|1|2|7|4|2|5|2|1|2|0|1|0|1|1|0|0|0|2|0|0|0|3|3|2|4|0|0|0|0|1|disgust|1|2|0110135|Cuando un alcohólico se paraba regateando sobre un mostrador de comida.|1|
11013|1|1|13|2|22|1|2|7|4|2|6|2|1|1|0|0|2|1|0|1|0|0|0|1|3|0|1|0|1|5|1|2|2|0|0|shame|1|1|0110136|Cuando mi amigo y yo discutíamos la buena apariencia de un chico, nos dimos cuenta de que había estado escuchando.|1|
11013|1|1|13|2|22|1|2|7|4|2|7|1|3|2|0|0|0|0|0|0|0|0|0|3|2|3|0|1|1|2|2|2|0|0|0|guilt|3|2|0110137|Cuando me quejé de un colega con el gerente, él me dijo que alguien se había quejado; Este colega vino a mí, creyendo que me gustaba.|1|
11014|1|1|14|1|23|0|0|7|4|2|1|2|3|3|0|0|1|1|1|1|0|0|0|1|3|1|1|1|2|4|1|3|3|0|0|joy|3|3|0110141|En la fiesta de cumpleaños de un amigo con algunos de mis amigos más cercanos. Todo fue muy agradable y se podría decir que estaba feliz de tener tan buenos amigos.|1|
11014|1|1|14|1|23|0|0|7|4|2|2|1|1|2|1|0|0|0|0|0|0|0|0|0|2|3|0|3|1|5|0|2|0|0|0|fear|1|2|0110142|En el camino a casa, un viernes por la noche, bajo la intensa lluvia, el coche se adaptó. Perdí el contacto con la superficie de la carretera durante unos pocos segundos.|1|
11014|1|1|14|1|23|0|0|7|4|2|3|1|1|2|1|0|0|1|0|0|0|0|1|2|2|3|3|2|2|2|2|2|1|0|0|anger|1|2|0110143|Enojado con mi papa|1|
11014|1|1|14|1|23|0|0|7|4|2|4|3|3|3|0|0|0|1|0|0|1|0|0|3|2|3|3|3|0|1|1|1|1|0|1|sadness|3|3|0110144|Un caso de amor no correspondido.|1|
11014|1|1|14|1|23|0|0|7|4|2|5|2|1|3|0|1|0|0|1|0|0|0|0|3|1|3|2|3|3|2|1|2|1|0|1|disgust|1|3|0110145|Un pepino de mal olor.|1|
11014|1|1|14|1|23|0|0|7|4|2|6|2|1|3|0|0|2|1|0|0|0|0|0|1|3|3|3|1|2|4|2|2|3|3|0|shame|1|3|0110146|Casi atrapado masturbándose.|1|
11014|1|1|14|1|23|0|0|7|4|2|7|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2|5|3|0|1|1|0|guilt|1|1|0110147|No ayudo lo suficiente en casa.|1|
11015|1|1|15|1|26|0|2|7|6|2|1|3|3|3|1|0|0|2|0|1|0|0|1|2|1|1|1|1|1|4|2|2|0|0|0|joy|3|3|0110151|Me sentí muy feliz cuando gané las canchas de fútbol.|1|
11015|1|1|15|1|26|0|2|7|6|2|2|2|2|3|1|1|0|0|1|0|0|0|0|2|1|3|2|3|4|4|1|2|2|2|1|fear|2|3|0110152|Cuando volé de Atenas a Copenhague después de unas vacaciones. El avión fue atrapado en una tormenta y comenzó a temblar y yo pensé que íbamos a estrellarnos.|1|
11015|1|1|15|1|26|0|2|7|6|2|3|3|3|3|0|0|2|0|0|0|0|0|0|0|0|1|1|1|2|2|0|3|2|1|0|anger|3|3|0110153|Cuando alguien robó mi bicicleta.|1|
11015|1|1|15|1|26|0|2|7|6|2|4|1|1|0|1|0|0|1|0|0|1|0|0|1|1|2|2|0|0|4|2|2|0|0|1|sadness|1|0|0110154|Cuando vi la lista de libros para leer en un curso de contabilidad, pensé: ¡Dios mío, cómo lo gestionaré alguna vez!|1|
11015|1|1|15|1|26|0|2|7|6|2|5|1|1|2|0|2|0|1|0|1|0|0|0|1|1|2|2|1|3|4|1|2|2|1|2|disgust|1|2|0110155|Fue cuando leí un artículo del periódico sobre el futuro y ellos previeron que estaríamos comiendo hamburguesas de rana para el año 2000. Una ilustración mostraba una rana entre dos piezas de pan.|1|
11015|1|1|15|1|26|0|2|7|6|2|6|4|4|4|1|0|1|0|1|0|0|0|1|3|2|3|1|1|1|5|3|1|2|0|0|shame|4|4|0110156|Cuando dejé caer una botella en la licorería estatal y todos empezaron a reír.|1|
11015|1|1|15|1|26|0|2|7|6|2|7|2|2|3|1|0|2|0|0|0|0|0|1|3|1|3|3|2|1|3|1|2|1|0|0|guilt|2|3|0110157|Cuando era joven, de 14 años, salí de una tienda y fui atrapada. La tienda entonces contactó con mis padres.|1|
